"V1" "V2" "V3"
"7319" "Cd6" "Cd6" "Cd6"
"7320" "Chrm3" "Chrm3" "Chrm3"
"7321" "Stx16" "Stx16" "Stx16"
"7322" "Pmpcb" "Pmpcb" "Pmpcb"
"7323" "Mgat4b" "Mgat4b" "Mgat4b"
"7324" "1700026L06Rik" "1700026L06Rik" "1700026L06Rik"
"7325" "AI118078" "AI118078" "AI118078"
"7326" "Pdzd7" "Pdzd7" "Pdzd7"
"7327" "Rpl10" "Rpl10" "Rpl10"
"7328" "Abhd12" "Abhd12" "Abhd12"
"7329" "Rabgap1l" "Rabgap1l" "Rabgap1l"
"7330" "F2rl3" "F2rl3" "F2rl3"
"7331" "Nqo2" "Nqo2" "Nqo2"
"7332" "Adam3" "Adam3" "Adam3"
"7333" "Mpp7" "Mpp7" "Mpp7"
"7334" "Pfdn1" "Pfdn1" "Pfdn1"
"7335" "Cabp2" "Cabp2" "Cabp2"
"7336" "Npas3" "Npas3" "Npas3"
"7337" "Polrmt" "Polrmt" "Polrmt"
"7338" "Piwil2" "Piwil2" "Piwil2"
"7339" "Large" "Large" "Large"
"7340" "Hbegf" "Hbegf" "Hbegf"
"7341" "Tcap" "Tcap" "Tcap"
"7342" "C1galt1" "C1galt1" "C1galt1"
"7343" "Slc29a3" "Slc29a3" "Slc29a3"
"7344" "Egln3" "Egln3" "Egln3"
"7345" "Ush2a" "Ush2a" "Ush2a"
"7346" "Gja6" "Gja6" "Gja6"
"7347" "Bahd1" "Bahd1" "Bahd1"
"7348" "Vwc2" "Vwc2" "Vwc2"
"7349" "Ltc4s" "Ltc4s" "Ltc4s"
"7350" "Alox12" "Alox12" "Alox12"
"7351" "Slc4a9" "Slc4a9" "Slc4a9"
"7352" "Sfxn3" "Sfxn3" "Sfxn3"
"7353" "Oma1" "Oma1" "Oma1"
"7354" "Ripk1" "Ripk1" "Ripk1"
"7355" "Dnase1l1" "Dnase1l1" "Dnase1l1"
"7356" "Lcn6" "Lcn6" "Lcn6"
"7357" "Umodl1" "Umodl1" "Umodl1"
"7358" "Pgam5" "Pgam5" "Pgam5"
"7359" "Cdk2ap2" "Cdk2ap2" "Cdk2ap2"
"7360" "Olfr1277" "Olfr1277" "Olfr1277"
"7361" "BC037034" "BC037034" "BC037034"
"7362" "Zpbp" "Zpbp" "Zpbp"
"7363" "Haao" "Haao" "Haao"
"7364" "Gabarapl1" "Gabarapl1" "Gabarapl1"
"7365" "Maml1" "Maml1" "Maml1"
"7366" "Olfr796" "Olfr796" "Olfr796"
"7367" "Rc3h1" "Rc3h1" "Rc3h1"
"7368" "Tusc1" "Tusc1" "Tusc1"
"7369" "Klre1" "Klre1" "Klre1"
"7370" "Etfa" "Etfa" "Etfa"
"7371" "Crhbp" "Crhbp" "Crhbp"
"7372" "Htr1d" "Htr1d" "Htr1d"
"7373" "Tradd" "Tradd" "Tradd"
"7374" "Eaf2" "Eaf2" "Eaf2"
"7375" "Klhl2" "Klhl2" "Klhl2"
"7376" "Scml2" "Scml2" "Scml2"
"7377" "Sesn1" "Sesn1" "Sesn1"
"7378" "Atp4b" "Atp4b" "Atp4b"
"7379" "BC018242" "BC018242" "BC018242"
"7380" "Klrd1" "Klrd1" "Klrd1"
"7381" "Klrg1" "Klrg1" "Klrg1"
"7382" "Tpp1" "Tpp1" "Tpp1"
"7383" "Zfp710" "Zfp710" "Zfp710"
"7384" "Snx30" "Snx30" "Snx30"
"7385" "Creld2" "Creld2" "Creld2"
"7386" "Catsper4" "Catsper4" "Catsper4"
"7387" "Fbxl8" "Fbxl8" "Fbxl8"
"7388" "Pxmp2" "Pxmp2" "Pxmp2"
"7389" "Rap2a" "Rap2a" "Rap2a"
"7390" "Canx" "Canx" "Canx"
"7391" "Dapk3" "Dapk3" "Dapk3"
"7392" "Thada" "Thada" "Thada"
"7393" "Ccdc32" "Ccdc32" "Ccdc32"
"7394" "Pitpnm1" "Pitpnm1" "Pitpnm1"
"7395" "Grk1" "Grk1" "Grk1"
"7396" "Pim3" "Pim3" "Pim3"
"7397" "Alox12e" "Alox12e" "Alox12e"
"7398" "Abcg1" "Abcg1" "Abcg1"
"7399" "Olfr1288" "Olfr1288" "Olfr1288"
"7400" "Fubp3" "Fubp3" "Fubp3"
"7401" "F2rl1" "F2rl1" "F2rl1"
"7402" "Idh2" "Idh2" "Idh2"
"7403" "Gkn1" "Gkn1" "Gkn1"
"7404" "Dag1" "Dag1" "Dag1"
"7405" "Grip1" "Grip1" "Grip1"
"7406" "Slc24a1" "Slc24a1" "Slc24a1"
"7407" "Isx" "Isx" "Isx"
"7408" "Ryr2" "Ryr2" "Ryr2"
"7409" "Qrich2" "Qrich2" "Qrich2"
"7410" "Pnmt" "Pnmt" "Pnmt"
"7411" "Npepl1" "Npepl1" "Npepl1"
"7412" "Clasp2" "Clasp2" "Clasp2"
"7413" "Serpinc1" "Serpinc1" "Serpinc1"
"7414" "Unc5b" "Unc5b" "Unc5b"
"7415" "Rai14" "Rai14" "Rai14"
"7416" "Olfr807" "Olfr807" "Olfr807"
"7417" "Iqcb1" "Iqcb1" "Iqcb1"
"7418" "Luzp1" "Luzp1" "Luzp1"
"7419" "Il17rc" "Il17rc" "Il17rc"
"7420" "Plch1" "Plch1" "Plch1"
"7421" "Taz" "Taz" "Taz"
"7422" "M6pr" "M6pr" "M6pr"
"7423" "Adam5" "Adam5" "Adam5"
"7424" "Btd" "Btd" "Btd"
"7425" "Kazald1" "Kazald1" "Kazald1"
"7426" "Wac" "Wac" "Wac"
"7427" "Dhrs1" "Dhrs1" "Dhrs1"
"7428" "Emilin1" "Emilin1" "Emilin1"
"7429" "Snx6" "Snx6" "Snx6"
"7430" "Evx2" "Evx2" "Evx2"
"7431" "Cct3" "Cct3" "Cct3"
"7432" "Zbtb37" "Zbtb37" "Zbtb37"
"7433" "Alox15" "Alox15" "Alox15"
"7434" "3110079O15Rik" "3110079O15Rik" "3110079O15Rik"
"7435" "Rai2" "Rai2" "Rai2"
"7436" "Hsf4" "Hsf4" "Hsf4"
"7437" "Lin7b" "Lin7b" "Lin7b"
"7438" "Itgax" "Itgax" "Itgax"
"7439" "Tlx1" "Tlx1" "Tlx1"
"7440" "Tff1" "Tff1" "Tff1"
"7441" "Clspn" "Clspn" "Clspn"
"7442" "Sema4b" "Sema4b" "Sema4b"
"7443" "Plekhh2" "Plekhh2" "Plekhh2"
"7444" "Rab2b" "Rab2b" "Rab2b"
"7445" "Epor" "Epor" "Epor"
"7446" "Ngef" "Ngef" "Ngef"
"7447" "C1qtnf3" "C1qtnf3" "C1qtnf3"
"7448" "Kctd3" "Kctd3" "Kctd3"
"7449" "Nhs" "Nhs" "Nhs"
"7450" "Ralgps1" "Ralgps1" "Ralgps1"
"7451" "Tmprss3" "Tmprss3" "Tmprss3"
"7452" "Klrk1" "Klrk1" "Klrk1"
"7453" "Dars2" "Dars2" "Dars2"
"7454" "Atp9b" "Atp9b" "Atp9b"
"7455" "Cdk6" "Cdk6" "Cdk6"
"7456" "Cfl2" "Cfl2" "Cfl2"
"7457" "Dchs1" "Dchs1" "Dchs1"
"7458" "Reps2" "Reps2" "Reps2"
"7459" "Amacr" "Amacr" "Amacr"
"7460" "Pelp1" "Pelp1" "Pelp1"
"7461" "Pole" "Pole" "Pole"
"7462" "Trim75" "Trim75" "Trim75"
"7463" "Golgb1" "Golgb1" "Golgb1"
"7464" "Clcn1" "Clcn1" "Clcn1"
"7465" "Trim60" "Trim60" "Trim60"
"7466" "Leprotl1" "Leprotl1" "Leprotl1"
"7467" "Ikzf1" "Ikzf1" "Ikzf1"
"7468" "Trim61" "Trim61" "Trim61"
"7469" "Kcnk2" "Kcnk2" "Kcnk2"
"7470" "4933422H20Rik" "4933422H20Rik" "4933422H20Rik"
"7471" "Rpl22" "Rpl22" "Rpl22"
"7472" "Fahd2a" "Fahd2a" "Fahd2a"
"7473" "Slc15a3" "Slc15a3" "Slc15a3"
"7474" "Rpusd2" "Rpusd2" "Rpusd2"
"7475" "Ccna2" "Ccna2" "Ccna2"
"7476" "Lcn10" "Lcn10" "Lcn10"
"7477" "Ubash3a" "Ubash3a" "Ubash3a"
"7478" "Kynu" "Kynu" "Kynu"
"7479" "Baz1a" "Baz1a" "Baz1a"
"7480" "Lbx1" "Lbx1" "Lbx1"
"7481" "Dync2li1" "Dync2li1" "Dync2li1"
"7482" "Hoxd13" "Hoxd13" "Hoxd13"
"7483" "Ankrd28" "Ankrd28" "Ankrd28"
"7484" "Prkab2" "Prkab2" "Prkab2"
"7485" "Tmem66" "Tmem66" "Tmem66"
"7486" "Wdr77" "Wdr77" "Wdr77"
"7487" "Rufy1" "Rufy1" "Rufy1"
"7488" "Tmem132a" "Tmem132a" "Tmem132a"
"7489" "Cenpf" "Cenpf" "Cenpf"
"7490" "Dusp4" "Dusp4" "Dusp4"
"7491" "Hcls1" "Hcls1" "Hcls1"
"7492" "Hoxd12" "Hoxd12" "Hoxd12"
"7493" "Plaa" "Plaa" "Plaa"
"7494" "Btrc" "Btrc" "Btrc"
"7495" "Abcg5" "Abcg5" "Abcg5"
"7496" "Cenpl" "Cenpl" "Cenpl"
"7497" "Gal3st4" "Gal3st4" "Gal3st4"
"7498" "Nicn1" "Nicn1" "Nicn1"
"7499" "Slc16a5" "Slc16a5" "Slc16a5"
"7500" "Tmem51" "Tmem51" "Tmem51"
"7501" "Gm5616" "Nhp2l1" "Gm5616"
"7502" "March1" "March1" "March1"
"7503" "Gas6" "Gas6" "Gas6"
"7504" "Rbbp7" "Rbbp7" "Rbbp7"
"7505" "Cib1" "Cib1" "Cib1"
"7506" "Itgad" "Itgad" "Itgad"
"7507" "Rexo2" "Rexo2" "Rexo2"
"7508" "Atp6ap1" "Atp6ap1" "Atp6ap1"
"7509" "Slc25a3" "Slc25a3" "Slc25a3"
"7510" "Tob1" "Tob1" "Tob1"
"7511" "Mlc1" "Mlc1" "Mlc1"
"7512" "Arrb2" "Arrb2" "Arrb2"
"7513" "Ddit3" "Ddit3" "Ddit3"
"7514" "Usp46" "Usp46" "Usp46"
"7515" "Casc5" "Casc5" "Casc5"
"7516" "Slc45a2" "Slc45a2" "Slc45a2"
"7517" "Wfikkn2" "Wfikkn2" "Wfikkn2"
"7518" "Olfr1299" "Olfr1299" "Olfr1299"
"7519" "Adamts2" "Adamts2" "Adamts2"
"7520" "Scarb1" "Scarb1" "Scarb1"
"7521" "Polr3d" "Polr3d" "Polr3d"
"7522" "Bmp10" "Bmp10" "Bmp10"
"7523" "Klhl20" "Klhl20" "Klhl20"
"7524" "Atcay" "Atcay" "Atcay"
"7525" "Gpc2" "Gpc2" "Gpc2"
"7526" "Ptpn14" "Ptpn14" "Ptpn14"
"7527" "Dab1" "Dab1" "Dab1"
"7528" "Bphl" "Bphl" "Bphl"
"7529" "Slc37a1" "Slc37a1" "Slc37a1"
"7530" "Gins1" "Gins1" "Gins1"
"7531" "Rxfp3" "Rxfp3" "Rxfp3"
"7532" "1700029H14Rik" "1700029H14Rik" "1700029H14Rik"
"7533" "Fbxo40" "Fbxo40" "Fbxo40"
"7534" "Rgl3" "Rgl3" "Rgl3"
"7535" "Mrpl17" "Mrpl17" "Mrpl17"
"7536" "Srd5a1" "Srd5a1" "Srd5a1"
"7537" "Prpsap1" "Prpsap1" "Prpsap1"
"7538" "Zswim2" "Zswim2" "Zswim2"
"7539" "Tmem109" "Tmem109" "Tmem109"
"7540" "Adamts12" "Adamts12" "Adamts12"
"7541" "Mup4" "Mup4" "Mup4"
"7542" "Abcg8" "Abcg8" "Abcg8"
"7543" "Aip" "Aip" "Aip"
"7544" "Tcta" "Tcta" "Tcta"
"7545" "Ttll10" "Ttll10" "Ttll10"
"7546" "Znrf1" "Znrf1" "Znrf1"
"7547" "Ankrd45" "Ankrd45" "Ankrd45"
"7548" "Ints12" "Ints12" "Ints12"
"7549" "Mov10l1" "Mov10l1" "Mov10l1"
"7550" "Isl2" "Isl2" "Isl2"
"7551" "Zfp354c" "Zfp354c" "Zfp354c"
"7552" "Prpf19" "Prpf19" "Prpf19"
"7553" "Phyhip" "Phyhip" "Phyhip"
"7554" "Kcna7" "Kcna7" "Kcna7"
"7555" "Cox6a2" "Cox6a2" "Cox6a2"
"7556" "Tubb2a" "Tubb2a" "Tubb2a"
"7557" "Ntf5" "Ntf5" "Ntf5"
"7558" "Olfr820" "Olfr820" "Olfr820"
"7559" "Paip1" "Paip1" "Paip1"
"7560" "9130023H24Rik" "9130023H24Rik" "9130023H24Rik"
"7561" "Smyd2" "Smyd2" "Smyd2"
"7562" "Ilf2" "Ilf2" "Ilf2"
"7563" "Poll" "Poll" "Poll"
"7564" "Pde9a" "Pde9a" "Pde9a"
"7565" "Polq" "Polq" "Polq"
"7566" "Neu2" "Neu2" "Neu2"
"7567" "Arhgap25" "Arhgap25" "Arhgap25"
"7568" "Armc5" "Armc5" "Armc5"
"7569" "2700097O09Rik" "2700097O09Rik" "2700097O09Rik"
"7570" "Prdx6" "Prdx6" "Prdx6"
"7571" "Armc2" "Armc2" "Armc2"
"7572" "Pdk1" "Pdk1" "Pdk1"
"7573" "Bmp1" "Bmp1" "Bmp1"
"7574" "Phc1" "Phc1" "Phc1"
"7575" "Cabp4" "Cabp4" "Cabp4"
"7576" "Tnks" "Tnks" "Tnks"
"7577" "Med11" "Med11" "Med11"
"7578" "Rbm7" "Rbm7" "Rbm7"
"7579" "Hebp2" "Hebp2" "Hebp2"
"7580" "1300017J02Rik" "1300017J02Rik" "1300017J02Rik"
"7581" "Erbb2" "Erbb2" "Erbb2"
"7582" "Gdi1" "Gdi1" "Gdi1"
"7583" "Neurod4" "Neurod4" "Neurod4"
"7584" "Gpr152" "Gpr152" "Gpr152"
"7585" "Toe1" "Toe1" "Toe1"
"7586" "Tars" "Tars" "Tars"
"7587" "Khk" "Khk" "Khk"
"7588" "Ndufs1" "Ndufs1" "Ndufs1"
"7589" "Coro1b" "Coro1b" "Coro1b"
"7590" "Cxcl16" "Cxcl16" "Cxcl16"
"7591" "D10Bwg1379e" "D10Bwg1379e" "D10Bwg1379e"
"7592" "Nnmt" "Nnmt" "Nnmt"
"7593" "Grm6" "Grm6" "Grm6"
"7594" "Gvin1" "Gvin1" "Gvin1"
"7595" "Lrpprc" "Lrpprc" "Lrpprc"
"7596" "Fzd8" "Fzd8" "Fzd8"
"7597" "Gtf3c4" "Gtf3c4" "Gtf3c4"
"7598" "Prox1" "Prox1" "Prox1"
"7599" "Tnfsf4" "Tnfsf4" "Tnfsf4"
"7600" "Trp53inp2" "Trp53inp2" "Trp53inp2"
"7601" "Casp4" "Casp4" "Casp4"
"7602" "1700109H08Rik" "1700109H08Rik" "1700109H08Rik"
"7603" "Tgfb1i1" "Tgfb1i1" "Tgfb1i1"
"7604" "Tnfsf18" "Tnfsf18" "Tnfsf18"
"7605" "Ech1" "Ech1" "Ech1"
"7606" "Stag3" "Stag3" "Stag3"
"7607" "Npr3" "Npr3" "Npr3"
"7608" "Zmynd15" "Zmynd15" "Zmynd15"
"7609" "Fbxw4" "Fbxw4" "Fbxw4"
"7610" "Rasl11b" "Rasl11b" "Rasl11b"
"7611" "BC018507" "BC018507" "BC018507"
"7612" "Rhoa" "Rhoa" "Rhoa"
"7613" "Zbtb16" "Zbtb16" "Zbtb16"
"7614" "Perp" "Perp" "Perp"
"7615" "Zfp454" "Zfp454" "Zfp454"
"7616" "Ankrd40" "Ankrd40" "Ankrd40"
"7617" "Mars" "Mars" "Mars"
"7618" "Fignl1" "Fignl1" "Fignl1"
"7619" "Creld1" "Creld1" "Creld1"
"7620" "Cox7a2" "Cox7a2" "Cox7a2"
"7621" "Ngrn" "Ngrn" "Ngrn"
"7622" "Rps6kc1" "Rps6kc1" "Rps6kc1"
"7623" "Ovgp1" "Ovgp1" "Ovgp1"
"7624" "Ruvbl2" "Ruvbl2" "Ruvbl2"
"7625" "Cetn1" "Cetn1" "Cetn1"
"7626" "Bmyc" "Bmyc" "Bmyc"
"7627" "Olfr1316" "Olfr1316" "Olfr1316"
"7628" "Sub1" "Sub1" "Sub1"
"7629" "Usp4" "Usp4" "Usp4"
"7630" "Eif4e3" "Eif4e3" "Eif4e3"
"7631" "Tnfaip3" "Tnfaip3" "Tnfaip3"
"7632" "Lgals4" "Lgals4" "Lgals4"
"7633" "Ppfibp1" "Ppfibp1" "Ppfibp1"
"7634" "Colec12" "Colec12" "Colec12"
"7635" "Cnksr1" "Cnksr1" "Cnksr1"
"7636" "Kcnip3" "Kcnip3" "Kcnip3"
"7637" "Scfd2" "Scfd2" "Scfd2"
"7638" "Zfp2" "Zfp2" "Zfp2"
"7639" "Exosc3" "Exosc3" "Exosc3"
"7640" "Vps33b" "Vps33b" "Vps33b"
"7641" "Tm4sf5" "Tm4sf5" "Tm4sf5"
"7642" "Olfr700" "Olfr700" "Olfr700"
"7643" "Syap1" "Syap1" "Syap1"
"7644" "Htr3a" "Htr3a" "Htr3a"
"7645" "Thoc1" "Thoc1" "Thoc1"
"7646" "Gnas" "Gnas" "Gnas"
"7647" "Gca" "Gca" "Gca"
"7648" "Adamts16" "Adamts16" "Adamts16"
"7649" "Angptl2" "Angptl2" "Angptl2"
"7650" "Vmo1" "Vmo1" "Vmo1"
"7651" "Tubb2b" "Tubb2b" "Tubb2b"
"7652" "Pde4dip" "Pde4dip" "Pde4dip"
"7653" "Ddc" "Ddc" "Ddc"
"7654" "Zfp354b" "Zfp354b" "Zfp354b"
"7655" "Slc34a2" "Slc34a2" "Slc34a2"
"7656" "Sall3" "Sall3" "Sall3"
"7657" "Plxna3" "Plxna3" "Plxna3"
"7658" "Mtr" "Mtr" "Mtr"
"7659" "Rasa3" "Rasa3" "Rasa3"
"7660" "Olfr705" "Olfr705" "Olfr705"
"7661" "Angel2" "Angel2" "Angel2"
"7662" "Eif4ebp3" "Eif4ebp3" "Eif4ebp3"
"7663" "Psmb6" "Psmb6" "Psmb6"
"7664" "Prop1" "Prop1" "Prop1"
"7665" "Mutyh" "Mutyh" "Mutyh"
"7666" "Tmem30a" "Tmem30a" "Tmem30a"
"7667" "Slc5a2" "Slc5a2" "Slc5a2"
"7668" "Olfr6" "Olfr6" "Olfr6"
"7669" "Hoxd9" "Hoxd9" "Hoxd9"
"7670" "Rad51" "Rad51" "Rad51"
"7671" "Sra1" "Sra1" "Sra1"
"7672" "Olfr2" "Olfr2" "Olfr2"
"7673" "Pcbd1" "Pcbd1" "Pcbd1"
"7674" "Wdr4" "Wdr4" "Wdr4"
"7675" "Olfr714" "Olfr714" "Olfr714"
"7676" "Hoxd8" "Hoxd8" "Hoxd8"
"7677" "1700102P08Rik" "1700102P08Rik" "1700102P08Rik"
"7678" "Zfr" "Zfr" "Zfr"
"7679" "Ccdc36" "Ccdc36" "Ccdc36"
"7680" "Zfp354a" "Zfp354a" "Zfp354a"
"7681" "Ppm1b" "Ppm1b" "Ppm1b"
"7682" "Taf3" "Taf3" "Taf3"
"7683" "Lgals7" "Lgals7" "Lgals7"
"7684" "Ctps2" "Ctps2" "Ctps2"
"7685" "Nol3" "Nol3" "Nol3"
"7686" "Rpa3" "Rpa3" "Rpa3"
"7687" "Vash2" "Vash2" "Vash2"
"7688" "Rnf44" "Rnf44" "Rnf44"
"7689" "Hoxd3" "Hoxd3" "Hoxd3"
"7690" "Hoxd3" "Hoxd4" "Hoxd3"
"7691" "Ptplad1" "Ptplad1" "Ptplad1"
"7692" "Sgpl1" "Sgpl1" "Sgpl1"
"7693" "BC017158" "BC017158" "BC017158"
"7694" "Dhx37" "Dhx37" "Dhx37"
"7695" "Abcc3" "Abcc3" "Abcc3"
"7696" "Ncoa6" "Ncoa6" "Ncoa6"
"7697" "Prok2" "Prok2" "Prok2"
"7698" "BC049762" "BC049762" "BC049762"
"7699" "Pld2" "Pld2" "Pld2"
"7700" "Stxbp5l" "Stxbp5l" "Stxbp5l"
"7701" "Mbp" "Mbp" "Mbp"
"7702" "Klhdc8b" "Klhdc8b" "Klhdc8b"
"7703" "Capn12" "Capn12" "Capn12"
"7704" "Rybp" "Rybp" "Rybp"
"7705" "Dpp8" "Dpp8" "Dpp8"
"7706" "Panx2" "Panx2" "Panx2"
"7707" "4931428F04Rik" "4931428F04Rik" "4931428F04Rik"
"7708" "Tom1" "Tom1" "Tom1"
"7709" "Htr3b" "Htr3b" "Htr3b"
"7710" "Sdc3" "Sdc3" "Sdc3"
"7711" "Sftpc" "Sftpc" "Sftpc"
"7712" "Clk4" "Clk4" "Clk4"
"7713" "Fgf8" "Fgf8" "Fgf8"
"7714" "Lage3" "Lage3" "Lage3"
"7715" "Slc3a1" "Slc3a1" "Slc3a1"
"7716" "Tmpo" "Tmpo" "Tmpo"
"7717" "Gpr44" "Gpr44" "Gpr44"
"7718" "Tatdn3" "Tatdn3" "Tatdn3"
"7719" "Pknox1" "Pknox1" "Pknox1"
"7720" "0610031J06Rik" "0610031J06Rik" "0610031J06Rik"
"7721" "Bri3bp" "Bri3bp" "Bri3bp"
"7722" "Ppp1r3b" "Ppp1r3b" "Ppp1r3b"
"7723" "Ccdc86" "Ccdc86" "Ccdc86"
"7724" "Ptcd3" "Ptcd3" "Ptcd3"
"7725" "Arhgap15" "Arhgap15" "Arhgap15"
"7726" "Trabd" "Trabd" "Trabd"
"7727" "Shq1" "Shq1" "Shq1"
"7728" "Filip1" "Filip1" "Filip1"
"7729" "Aacs" "Aacs" "Aacs"
"7730" "Ubl4" "Ubl4" "Ubl4"
"7731" "Siah1a" "Siah1a" "Siah1a"
"7732" "Ms4a10" "Ms4a10" "Ms4a10"
"7733" "Mfhas1" "Mfhas1" "Mfhas1"
"7734" "Slc35a4" "Slc35a4" "Slc35a4"
"7735" "Prepl" "Prepl" "Prepl"
"7736" "Rgs10" "Rgs10" "Rgs10"
"7737" "Inpp5d" "Inpp5d" "Inpp5d"
"7738" "Bbs7" "Bbs7" "Bbs7"
"7739" "Prrt3" "Prrt3" "Prrt3"
"7740" "Cgref1" "Cgref1" "Cgref1"
"7741" "Chd5" "Chd5" "Chd5"
"7742" "Casp12" "Casp12" "Casp12"
"7743" "Ift74" "Ift74" "Ift74"
"7744" "Adam32" "Adam32" "Adam32"
"7745" "Grik4" "Grik4" "Grik4"
"7746" "Preb" "Preb" "Preb"
"7747" "Actn4" "Actn4" "Actn4"
"7748" "Slc10a3" "Slc10a3" "Slc10a3"
"7749" "Slc35b4" "Slc35b4" "Slc35b4"
"7750" "Ldhd" "Ldhd" "Ldhd"
"7751" "Armc7" "Armc7" "Armc7"
"7752" "Col23a1" "Col23a1" "Col23a1"
"7753" "4933402J07Rik" "4933402J07Rik" "4933402J07Rik"
"7754" "Cbs" "Cbs" "Cbs"
"7755" "Tial1" "Tial1" "Tial1"
"7756" "Ms4a8a" "Ms4a8a" "Ms4a8a"
"7757" "Cldn23" "Cldn23" "Cldn23"
"7758" "Ccdc71" "Ccdc71" "Ccdc71"
"7759" "Syt9" "Syt9" "Syt9"
"7760" "Lgi3" "Lgi3" "Lgi3"
"7761" "D8Ertd82e" "D8Ertd82e" "D8Ertd82e"
"7762" "Ddx31" "Ddx31" "Ddx31"
"7763" "Lamb2" "Lamb2" "Lamb2"
"7764" "Eef1b2" "Eef1b2" "Eef1b2"
"7765" "Ptrf" "Ptrf" "Ptrf"
"7766" "Topbp1" "Topbp1" "Topbp1"
"7767" "Rcn2" "Rcn2" "Rcn2"
"7768" "Prkcsh" "Prkcsh" "Prkcsh"
"7769" "Olfml1" "Olfml1" "Olfml1"
"7770" "Rnf126" "Rnf126" "Rnf126"
"7771" "Psma6" "Psma6" "Psma6"
"7772" "Atf3" "Atf3" "Atf3"
"7773" "Aatk" "Aatk" "Aatk"
"7774" "Hmox1" "Hmox1" "Hmox1"
"7775" "Prokr1" "Prokr1" "Prokr1"
"7776" "Six2" "Six2" "Six2"
"7777" "Usp28" "Usp28" "Usp28"
"7778" "Ppfibp2" "Ppfibp2" "Ppfibp2"
"7779" "Zbtb34" "Zbtb34" "Zbtb34"
"7780" "Cideb" "Cideb" "Cideb"
"7781" "Exoc3l" "Exoc3l" "Exoc3l"
"7782" "Usp14" "Usp14" "Usp14"
"7783" "Nenf" "Nenf" "Nenf"
"7784" "Fstl3" "Fstl3" "Fstl3"
"7785" "Glt6d1" "Glt6d1" "Glt6d1"
"7786" "S100g" "S100g" "S100g"
"7787" "Ptprcap" "Ptprcap" "Ptprcap"
"7788" "Fancd2" "Fancd2" "Fancd2"
"7789" "Susd2" "Susd2" "Susd2"
"7790" "Atp6v0a1" "Atp6v0a1" "Atp6v0a1"
"7791" "Mtmr12" "Mtmr12" "Mtmr12"
"7792" "Fip1l1" "Fip1l1" "Fip1l1"
"7793" "E2f4" "E2f4" "E2f4"
"7794" "Gpr1" "Gpr1" "Gpr1"
"7795" "Calcrl" "Calcrl" "Calcrl"
"7796" "Bag3" "Bag3" "Bag3"
"7797" "Grpr" "Grpr" "Grpr"
"7798" "Senp6" "Senp6" "Senp6"
"7799" "C8b" "C8b" "C8b"
"7800" "Pdhx" "Pdhx" "Pdhx"
"7801" "Rps6kb2" "Rps6kb2" "Rps6kb2"
"7802" "Nanp" "Nanp" "Nanp"
"7803" "Kcnh7" "Kcnh7" "Kcnh7"
"7804" "Reep4" "Reep4" "Reep4"
"7805" "Ikbkg" "Ikbkg" "Ikbkg"
"7806" "U2af1" "U2af1" "U2af1"
"7807" "Inpp5f" "Inpp5f" "Inpp5f"
"7808" "Ap1s2" "Ap1s2" "Ap1s2"
"7809" "Npm3" "Npm3" "Npm3"
"7810" "1700011H14Rik" "1700011H14Rik" "1700011H14Rik"
"7811" "Higd1b" "Higd1b" "Higd1b"
"7812" "Elmo3" "Elmo3" "Elmo3"
"7813" "Ppp2r5a" "Ppp2r5a" "Ppp2r5a"
"7814" "Actn2" "Actn2" "Actn2"
"7815" "Zfp423" "Zfp423" "Zfp423"
"7816" "Prkce" "Prkce" "Prkce"
"7817" "Cryaa" "Cryaa" "Cryaa"
"7818" "Hr" "Hr" "Hr"
"7819" "Cd14" "Cd14" "Cd14"
"7820" "Hoxd1" "Hoxd1" "Hoxd1"
"7821" "Mup2" "Mup2" "Mup2"
"7822" "Grb10" "Grb10" "Grb10"
"7823" "Tmco6" "Tmco6" "Tmco6"
"7824" "Mgea5" "Mgea5" "Mgea5"
"7825" "Lmx1b" "Lmx1b" "Lmx1b"
"7826" "Nt5c" "Nt5c" "Nt5c"
"7827" "Lcn9" "Lcn9" "Lcn9"
"7828" "Arhgap9" "Arhgap9" "Arhgap9"
"7829" "Dtl" "Dtl" "Dtl"
"7830" "4932443I19Rik" "4932443I19Rik" "4932443I19Rik"
"7831" "Prdm2" "Prdm2" "Prdm2"
"7832" "1700017D01Rik" "1700017D01Rik" "1700017D01Rik"
"7833" "Ppa2" "Ppa2" "Ppa2"
"7834" "Rmnd5b" "Rmnd5b" "Rmnd5b"
"7835" "Cdc16" "Cdc16" "Cdc16"
"7836" "8030423J24Rik" "8030423J24Rik" "8030423J24Rik"
"7837" "Rock1" "Rock1" "Rock1"
"7838" "Ndufa2" "Ndufa2" "Ndufa2"
"7839" "1700025F22Rik" "1700025F22Rik" "1700025F22Rik"
"7840" "Hsf2bp" "Hsf2bp" "Hsf2bp"
"7841" "Irx1" "Irx1" "Irx1"
"7842" "Ik" "Ik" "Ik"
"7843" "Nfkbia" "Nfkbia" "Nfkbia"
"7844" "Rapgef4" "Rapgef4" "Rapgef4"
"7845" "Cyb5r2" "Cyb5r2" "Cyb5r2"
"7846" "Atp5c1" "Atp5c1" "Atp5c1"
"7847" "Gtf2e1" "Gtf2e1" "Gtf2e1"
"7848" "Tmem79" "Tmem79" "Tmem79"
"7849" "1110034G24Rik" "1110034G24Rik" "1110034G24Rik"
"7850" "Usp19" "Usp19" "Usp19"
